,filename,n_beats,tempo
3684,subset/140-l-2809530-0156665-my-producer-tag-if-you-want-to-add-in-your-tracks.mp3,33,140
3692,subset/140-l-3015730-0162048-metro-x-drake-trap-bells-bad-advice.mp3,33,140
3718,subset/140-l-2839567-0176191-yella-beezy-type-melody.mp3,33,140
3732,subset/140-l-2837417-0136635-sad-flute-bells.mp3,33,140
3735,subset/140-l-2823619-0148877-trap-rnb-drum-loop-with-bass.mp3,33,140
3737,subset/140-l-0916852-0078092-reed1415-kanye.mp3,33,140
3754,subset/140-l-0747210-0114571-ferryterry-140-bpm-acoustic-guitar.mp3,33,140
3776,subset/140-l-0100662-0003813-cheezeman32-trance-synth-01.mp3,33,140
3802,subset/140-l-2886897-0161354-whistle-loop.mp3,33,140
3809,subset/140-l-2899262-0147628-dark-trap-intro-140-bpm.mp3,33,140
3819,subset/140-l-0526898-0096732-aktivepro-some-commas.mp3,33,140
3834,subset/140-l-2950905-0192302-bells-of-life.mp3,33,140
3848,subset/140-l-2931921-0176924-oz-would-be-proud.mp3,33,140
3857,subset/140-l-0878398-0058137-keishh-loves-artillery.mp3,33,140
3865,subset/140-l-2851679-0138474-gt-piano.mp3,33,140
3866,subset/140-l-3005253-0171197-21-savage-pad.mp3,33,140
3871,subset/140-l-3102386-0184215-bones-type-leads.mp3,33,140
3879,subset/140-l-3068024-0159822-elk-lil-skies-or-juice-wrld-melodic-loop.mp3,33,140
3882,subset/140-l-2848636-0173827-ronny-j-type-loop-dark-trap.mp3,33,140
3890,subset/140-l-2845380-0177754-chill-vibes-only.mp3,33,140
3901,subset/140-l-0689209-0077281-neezle-squeaky-trap-lead.mp3,33,140
3913,subset/140-l-1044386-0080912-timmydarkside-snare-ception-a.mp3,33,140
3945,subset/140-l-1031271-0070824-therevoutionist-acoustic-full-time-dubstep-groove.mp3,33,140
3980,subset/140-l-2996256-0148658-long-rhode.mp3,33,140
3995,subset/140-l-0100662-0003814-cheezeman32-trance-synth-02.mp3,33,140
3997,subset/140-l-3061598-0178832-asia-lul.mp3,33,140
4032,subset/140-l-0759206-0063007-eos-rad-octavia.mp3,33,140
4034,subset/140-l-1058438-0113206-artificial42-inspiration-vox-synth.mp3,33,140
4044,subset/140-l-3045267-0170079-vibey-and-atmospheric-juice-wrld-x-lil-mosey-type-loop.mp3,33,140
4054,subset/140-l-3094934-0169713-metro-boomin-drum-loop-140bpm.mp3,33,140
4064,subset/140-l-2900535-0163849-dont-forget-me-emo-vocal-loop.mp3,33,140
4078,subset/140-l-2885381-0150307-sounds-like-dark-trap.mp3,33,140
4081,subset/140-l-1057371-0161510-dead-roses.mp3,33,140
4083,subset/140-l-2837417-0136625-miami-bells.mp3,33,140
4084,subset/140-l-0733692-0124540-davideborelli-land-kit-trap-kick-808.mp3,33,140
4087,subset/140-l-0857244-0072122-rojo95-808-trap-hihat.mp3,33,140
4089,subset/140-l-0698182-0063223-trapkid-anthem-orchestral.mp3,33,140
4097,subset/140-l-0478115-0052319-kingballatore-drum-loop-004.mp3,33,140
4098,subset/140-l-3005253-0171105-dark-shots-half-speed.mp3,33,140
4099,subset/140-l-0825949-0072579-mistatungtwista-em-140-bass-loop.mp3,33,140
4103,subset/140-l-0767388-0056715-krextor-back-again-synth-loop.mp3,33,140
4122,subset/140-l-0919754-0061184-necroshadow-very-sick-bass-wobble-part-1.mp3,33,140
4133,subset/140-l-0585857-0063699-kingadz12-bass-v3-yup-140bpm.mp3,33,140
4139,subset/140-l-0296572-0088065-asterikz-8bit-trap-synth.mp3,33,140
4154,subset/140-l-3005025-0186553-lost-in-movies-polo-g-type.mp3,33,140
4184,subset/140-l-0916852-0070839-reed1415-reinstated-pluck.mp3,33,140
4186,subset/140-l-0672759-0194813-synth-step-140.mp3,33,140
4199,subset/140-l-3038497-0155119-juice-wrld-show-me-love.mp3,33,140
4230,subset/140-l-2931100-0186775-dark-trap-loop-reversed.mp3,33,140
4231,subset/140-l-1060142-0108440-philemonster1-festive-trap-mood.mp3,33,140
4236,subset/140-l-0825949-0072608-mistatungtwista-140-dubstep-drum-loop.mp3,33,140
4251,subset/140-l-2947202-0144435-guitar-ambient-trap-loop.mp3,33,140
4272,subset/140-l-0733692-0124539-davideborelli-land-kit-trap-bells.mp3,33,140
4279,subset/140-l-2952073-0179597-ocean-view.mp3,33,140
4282,subset/140-l-3091405-0163686-isolation.mp3,33,140
4284,subset/140-l-0488082-0045801-cetche-maniacal-dubsteppers-140-bpm.mp3,33,140
4289,subset/140-l-0895314-0058927-explicitcontent-trancestep-xilent-style.mp3,33,140
4296,subset/140-l-0857244-0070942-rojo95-lights-remix-lead.mp3,33,140
4298,subset/140-l-0794457-0062853-deadstringer-bus-piano-1.mp3,33,140
4299,subset/140-l-2851679-0141338-happy-melodic-piano.mp3,33,140
4307,subset/140-l-0526898-0143742-coast.mp3,33,140
4311,subset/140-l-0585857-0063698-kingadz12-bass-v2-yup-140bpm.mp3,33,140
4319,subset/140-l-0698182-0063521-trapkid-beautifull-orchestra.mp3,33,140
4344,subset/140-l-0170665-0008589-oleolsen-guitar-loop-3.mp3,33,140
4367,subset/140-l-3001681-0165886-sea-flute-loop-em.mp3,33,140
4369,subset/140-l-3048180-0173608-trap-loop-drop-thing.mp3,33,140
4379,subset/140-l-3015108-0189918-psichodelic-loop.mp3,33,140
4423,subset/140-l-0658685-0055506-thesavage-140-tone-of-the-blue-moon.mp3,33,140
4430,subset/140-l-0600309-0047723-jawshoeah-thor-synth-wobble-2-from-i-just-wanna-dub-you.mp3,33,140
4440,subset/140-l-2810878-0178377-genre-melody-decreased-1.mp3,33,140
4464,subset/140-l-0689209-0087846-neezle-intro-arp.mp3,33,140
4466,subset/140-l-3046960-0194219-cloudy-minded-piano.mp3,33,140
4474,subset/140-l-3092292-0178342-juice-wrld-x-nick-mira-type-loop-140bpm.mp3,33,140
4486,subset/140-l-2880433-0161981-lofi-bell-chords.mp3,33,140
4493,subset/140-l-0693226-0143520-travis-scott-style-broken-old-piano.mp3,33,140
4500,subset/140-l-0689209-0083666-neezle-metallic-groove.mp3,33,140
4517,subset/140-l-0800997-0058488-theofficialchemist-trancy-dubstep-lead.mp3,33,140
4534,subset/140-l-2833937-0174972-departure.mp3,33,140
4537,subset/140-l-0916852-0070838-reed1415-reinstated-piano.mp3,33,140
4555,subset/140-l-1058438-0107121-artificial42-a-break-in-the-clouds-synth.mp3,33,140
4556,subset/140-l-2893625-0147866-orka-dark-glitched-piano.mp3,33,140
4561,subset/140-l-2870319-0145943-chill-melody.mp3,33,140
4566,subset/140-l-3025925-0194321-zaytoven-cashmoneyap-type-keys-simple.mp3,33,140
4570,subset/140-l-0571945-0134837-guava-sync.mp3,33,140
4576,subset/140-l-2921269-0193079-metallic-synth-pad-chords-1.mp3,33,140
4580,subset/140-l-2840203-0152006-playboi-carti-x-lil-uzi-vert-melody.mp3,33,140
4600,subset/140-l-0152307-0007881-nemou-robo-disco.mp3,33,140
4609,subset/140-l-2942130-0146930-calm-piano.mp3,33,140
4612,subset/140-l-2808586-0189825-what-the-keys.mp3,33,140
4622,subset/140-l-2914632-0141441-a-dark-dream.mp3,33,140
4624,subset/140-l-2989321-0192726-piano-type-nick-mira.mp3,33,140
4672,subset/140-l-1057371-0159691-quit-life.mp3,33,140
4673,subset/140-l-2934709-0192969-lo-fi-vibes-feelings.mp3,33,140
4679,subset/140-l-0693226-0192304-reverse-pads.mp3,33,140
4681,subset/140-l-1094884-0147668-plucked-bass-loop.mp3,33,140
4689,subset/140-l-0867954-0096002-djnano10-fire-drum-loop-808-only.mp3,33,140
4696,subset/140-l-1031271-0083778-therevoutionist-acoustic-electronic-layered-groove.mp3,33,140
4721,subset/140-l-2819693-0188376-peso-x-lil-keed-x-young-thug.mp3,33,140
4725,subset/140-l-0944391-0079047-decessus-alaska-stabs-2.mp3,33,140
4727,subset/140-l-0775891-0068405-cfiredog-annihilation-synth-chords.mp3,33,140
4732,subset/140-l-2899262-0147631-electronic-chords-140-bpm.mp3,33,140
4742,subset/140-l-2974428-0182965-fly-remasp.mp3,33,140
4771,subset/140-l-0999901-0178348-sad-xxxtentacion-type-loop-2.mp3,33,140
4780,subset/140-l-2973394-0166377-tory-lanez-shootrs-type-loop.mp3,33,140
4835,subset/140-l-1018967-0083102-atlasblue-liquid-dubstep-drum.mp3,33,140
4839,subset/140-l-3005253-0171202-lucid-pad.mp3,33,140
4846,subset/140-l-3041481-0162821-bands.mp3,33,140
4848,subset/140-l-2830713-0145683-sad-x-lil-peep-sample.mp3,33,140
4869,subset/140-l-1036393-0069084-mararity-arpeggiated-skank.mp3,33,140
4883,subset/140-l-0913071-0139787-squire-strat-atmospheric-fx-2.mp3,33,140
4919,subset/140-l-0505104-0051387-raptureofficialmusic-the-good-life.mp3,33,140
4920,subset/140-l-0777858-0066517-andrwthelyon-speed.mp3,33,140
4936,subset/140-l-0767706-0078871-loonygoon1-hypnotic-140-bpm-loop.mp3,33,140
4937,subset/140-l-2849259-0182870-ghostish-piano-with-guitar-pluck-140-bpm.mp3,33,140
4955,subset/140-l-2945815-0193815-part-1-deep-space-chords-by-310.mp3,33,140
4961,subset/140-l-0218753-0078371-djcriz3y-kick-and-snare-with-hats-criz.mp3,33,140
4971,subset/140-l-1031881-0069714-reflexaudiotech1-chord-pad.mp3,33,140
4972,subset/140-l-2876320-0173397-heres-comethazine-melody-ok.mp3,33,140
5000,subset/140-l-0759206-0075998-eos-zomboy-immunity-kick-and-snare.mp3,33,140
5006,subset/140-l-0919754-0061045-necroshadow-some-dubstep-wobbles.mp3,33,140
5016,subset/140-l-0844357-0068760-flyingswine-dubstep-kick-riser-with-swing.mp3,33,140
5024,subset/140-l-0869688-0063309-electrohappens-simple-dubstep-synth.mp3,33,140
5032,subset/140-l-2953593-0155000-happy-hate.mp3,33,140
5037,subset/140-l-0916852-0070842-reed1415-reinstated-strings.mp3,33,140
5045,subset/140-l-0776394-0057486-dswift6-music-box-groove.mp3,33,140
5046,subset/140-l-1058438-0107175-artificial42-memories-arp-piano.mp3,33,140
5074,subset/140-l-2856554-0184536-melodic-plucks.mp3,33,140
5104,subset/140-l-2995287-0179932-dark-melodic-trap.mp3,33,140
5126,subset/140-l-2927527-0151379-lil-pump-x-smokepurpp-x-logic-type.mp3,33,140
5130,subset/140-l-3042005-0158097-original-13-808-and-drum-loop.mp3,33,140
5143,subset/140-l-0789156-0060466-jayjaybb-space-cross.mp3,33,140
5146,subset/140-l-0825949-0072607-mistatungtwista-gm-bass-loop.mp3,33,140
5155,subset/140-l-0963953-0105724-peliman44-partiality-melodic-chords.mp3,33,140
5157,subset/140-l-3002726-0152697-70s-porn-music-trance-arp.mp3,33,140
5160,subset/140-l-2910346-0179193-juice-wrld-x-nick-mira-x-iann-dior-piano.mp3,33,140
5169,subset/140-l-0406855-0060745-klevrah-drum-highs-140bpm.mp3,33,140
5197,subset/140-l-0844357-0068761-flyingswine-getter-rekoil-wobble.mp3,33,140
5220,subset/140-l-2972616-0186419-sonar-ghostemane-x-bones-type-melody.mp3,33,140
5224,subset/140-l-0214983-0034770-steinaa-death-of-sound-acoustic-part.mp3,33,140
5232,subset/140-l-2922316-0182277-fast-trap-flute.mp3,33,140
5250,subset/140-l-0797099-0057680-theofficialfrostbite-vendetta-dubstep-bass-loop.mp3,33,140
5266,subset/140-l-0843620-0065213-ksilvatheboss-trap-piano.mp3,33,140
5287,subset/140-l-2829424-0180529-synth-release-buildup.mp3,33,140
5288,subset/140-l-3014025-0158954-kontakt-flute.mp3,33,140
5311,subset/140-l-2905129-0145675-dark-juicewrld-type-melody.mp3,33,140
5349,subset/140-l-3046433-0156326-kid-pad.mp3,33,140
5352,subset/140-l-1031271-0070825-therevoutionist-acoustic-half-time-dubstep-groove.mp3,33,140
5354,subset/140-l-0505104-0052356-raptureofficialmusic-moment-of-madness-drop.mp3,33,140
5358,subset/140-l-2901976-0141069-fire-piano-loop-b-minor-140-bpm.mp3,33,140
5371,subset/140-l-2851836-0165280-the-pray.mp3,33,140
5375,subset/140-l-2809530-0156646-l-i-p-s.mp3,33,140
5379,subset/140-l-0963953-0105725-peliman44-partiality-melodic-chords-cleaner.mp3,33,140
5436,subset/140-l-0899951-0064828-theafroguy-smooth-trap-melody.mp3,33,140
5446,subset/140-l-2837229-0164253-travis-scott-piano.mp3,33,140
5447,subset/140-l-0478115-0052314-kingballatore-house-loop-001.mp3,33,140
5460,subset/140-l-0478115-0052317-kingballatore-drum-loop-003.mp3,33,140
5494,subset/140-l-2899262-0147629-effected-spaced-chords-140-bpm.mp3,33,140
5526,subset/140-l-0540528-0108034-zodiactherapper-trap-drum-loop-ii.mp3,33,140
5534,subset/140-l-1018967-0117228-atlasblue-future-bass-brass.mp3,33,140
5549,subset/140-l-0940839-0062450-boogieman0307-bring-it.mp3,33,140
5556,subset/140-l-2974946-0184435-lead-1-travis-scott-type-darkness.mp3,33,140
5564,subset/140-l-0460559-0058076-qwerty12-slappin-da-wobble.mp3,33,140
5571,subset/140-l-0145783-0127017-arcanethegreat-asian-voice-chop-140-bpm.mp3,33,140
5603,subset/140-l-2856554-0183646-juice-wrld-strings.mp3,33,140
5604,subset/140-l-1024193-0143421-sign-bells.mp3,33,140
5609,subset/140-l-2886897-0165048-overcast.mp3,33,140
5623,subset/140-l-0081820-0021061-djsebastyan-lost-in-space.mp3,33,140
5646,subset/140-l-0082073-0157850-lets-try-some-trap-loopz-02.mp3,33,140
5659,subset/140-l-2978218-0165115-sad-melodic-juice-wrld-type-guitar.mp3,33,140
5668,subset/140-l-2910346-0181331-juice-wrld-x-lil-mosey-x-lil-tjay-loop.mp3,33,140
5669,subset/140-l-1005538-0082011-l0new0lf-all-for-you-super-saw.mp3,33,140
5693,subset/140-l-0749872-0088811-alexisescalona-epic-melodic-dubstep-drop.mp3,33,140
5705,subset/140-l-2923876-0150318-trap-hip-hop-melody.mp3,33,140
5708,subset/140-l-3041481-0194668-spirits.mp3,33,140
5715,subset/140-l-0219480-0182366-140-hip-hop-pad-bts-pack.mp3,33,140
5730,subset/140-l-2972616-0194117-nick-mira-x-sidepce-piano.mp3,33,140
5738,subset/140-l-0916852-0065595-reed1415-angel-strings.mp3,33,140
5741,subset/140-l-2954754-0175885-keyscape-dark-piano-rope.mp3,33,140
5744,subset/140-l-0311209-0028997-shurelytemper-pipe-loopr.mp3,33,140
5746,subset/140-l-0739799-0061823-nickmarshall-if-like-your-bass-heavy.mp3,33,140
5747,subset/140-l-2886261-0141384-rnb-piano.mp3,33,140
5751,subset/140-l-2934516-0160186-hara-luu-bells.mp3,33,140
5753,subset/140-l-2856554-0183643-juice-wrld-flute.mp3,33,140
5763,subset/140-l-1058438-0107126-artificial42-sand-dune-shadows-vox-synth.mp3,33,140
5773,subset/140-l-1038105-0092087-mvtmac-ladder.mp3,33,140
5785,subset/140-l-0789156-0060441-jayjaybb-swindle-synth-note-up.mp3,33,140
5786,subset/140-l-2834791-0144888-travis-scott-type-loop.mp3,33,140
5788,subset/140-l-0498905-0057424-optimistic-bieber-death-news-2.mp3,33,140
5792,subset/140-l-1031881-0069717-reflexaudiotech1-full-melody.mp3,33,140
5794,subset/140-l-2968451-0189643-old-school-real-trap-strings.mp3,33,140
5796,subset/140-l-3002726-0178844-filtered-percs-loop-for-some-panini.mp3,33,140
5798,subset/140-l-2974946-0184434-piano-travis-scott-type-darkness.mp3,33,140
5844,subset/140-l-1042524-0067153-demusv-wildfire-arp.mp3,33,140
5864,subset/140-l-2994872-0162162-metro-boomin.mp3,33,140
5866,subset/140-l-2989317-0168302-hardboiled.mp3,33,140
5888,subset/140-l-2881565-0184824-broken-glass-piano.mp3,33,140
5921,subset/140-l-0916852-0065594-reed1415-angel-pad.mp3,33,140
5940,subset/140-l-2924394-0166846-afterlife-organ-part1.mp3,33,140
5943,subset/140-l-0933074-0079694-mike0112-first-drop-try.mp3,33,140
5944,subset/140-l-3092292-0174692-lil-pump-x-migos-x-tyga-loop-140-bpm.mp3,33,140
5949,subset/140-l-2808930-0148037-metro-21savage.mp3,33,140
5971,subset/140-l-0658685-0055438-thesavage-a140-space-core-pad.mp3,33,140
5990,subset/140-l-0853322-0082974-defx-brass-chords-lead.mp3,33,140
6007,subset/140-l-2973558-0194481-loop-4.mp3,33,140
6015,subset/140-l-0997272-0145912-loops.mp3,33,140
6022,subset/140-l-0916852-0070836-reed1415-reinstated-bleep.mp3,33,140
6029,subset/140-l-0925296-0088382-maxxplaya100-nes-atmosphere.mp3,33,140
6042,subset/140-l-1048767-0158621-140-foley-stuff.mp3,33,140
6053,subset/140-l-0963953-0105722-peliman44-partiality-bass.mp3,33,140
6056,subset/140-l-2808992-0176970-dark-vibes.mp3,33,140
6067,subset/140-l-2845325-0158762-piano-1-half.mp3,33,140
6081,subset/140-l-0843620-0065214-ksilvatheboss-blackmill-type-pad.mp3,33,140
6084,subset/140-l-0658685-0055436-thesavage-g140-firefacebass.mp3,33,140
6100,subset/140-l-0173158-0154549-cmk-hard-drum-full-140bpm.mp3,33,140
6112,subset/140-l-1074165-0076988-zsb410-fun-growl-bass.mp3,33,140
6125,subset/140-l-0843620-0065218-ksilvatheboss-trippy-pad.mp3,33,140
6127,subset/140-l-2900535-0163177-xxx-tentacion-type-vocal-loop-follow-me.mp3,33,140
6135,subset/140-l-3080661-0168691-money-flute.mp3,33,140
6165,subset/140-l-3103352-0166047-sick-marimba.mp3,33,140
6166,subset/140-l-1032912-0068327-dazanosa-dubstep-bass.mp3,33,140
6172,subset/140-l-3005253-0171195-21-savage-type-melody-intro-2.mp3,33,140
6177,subset/140-l-1036393-0066767-mararity-gentle-melody.mp3,33,140
6207,subset/140-l-0342904-0056432-breo-dirty-vocal-dubstep-bass.mp3,33,140
6231,subset/140-l-2974946-0184436-lead-2-travis-scott-type-darkness.mp3,33,140
6244,subset/140-l-2874620-0140478-celtic-harp.mp3,33,140
6259,subset/140-l-2836858-0156896-slen-rage-trap-drum.mp3,33,140
6261,subset/140-l-0716544-0123650-grumple-liljizzstain-loop-v1.mp3,33,140
6292,subset/140-l-3003948-0175765-soft-relaxing-keys.mp3,33,140
6294,subset/140-l-2995287-0179934-happy-type-melody.mp3,33,140
6299,subset/140-l-3005253-0171194-21-savage-type-melody-intro.mp3,33,140
6303,subset/140-l-1018967-0082968-atlasblue-his-footsteps-string.mp3,33,140
6315,subset/140-l-2855200-0167090-dark-flute-x-bells.mp3,33,140
6319,subset/140-l-0141901-0051599-mchn-building-blocks-2.mp3,33,140
6342,subset/140-l-0082073-0157927-lets-try-some-trap-loopz-01.mp3,33,140
6352,subset/140-l-3005253-0171104-dark-shots.mp3,33,140
6356,subset/140-l-0505104-0052027-raptureofficialmusic-genocide-bass-alt-fillers-flux-pavilion-style.mp3,33,140
6367,subset/140-l-2905129-0151320-lil-skies-x-lil-mosey-x-playboi-carti-type-loop.mp3,33,140
6368,subset/140-l-0375728-0028697-cybertooth-chill-glitch.mp3,33,140
6369,subset/140-l-0841698-0098547-byngsies-chillout-dubstep-background-airy-hits.mp3,33,140
6370,subset/140-l-0719514-0053745-robenich-rusko-style-part-2.mp3,33,140
6381,subset/140-l-2900535-0163852-emo-vocal-loop-what-can-i-say.mp3,33,140
6387,subset/140-l-2954682-0168449-watery.mp3,33,140
6411,subset/140-l-2858797-0171411-nba-youngboy-x-ysl-bouncy-piano-type-loop-firefly.mp3,33,140
6414,subset/140-l-1058438-0107099-artificial42-rain-synth-sidechained.mp3,33,140
6436,subset/140-l-2929345-0159074-hard-trap-drum-808-130-bpm.mp3,33,140
6463,subset/140-l-2870405-0148690-sad-piano-loop-idk.mp3,33,140
6471,subset/140-l-0895314-0059249-explicitcontent-heavy-brostep-bass-loop.mp3,33,140
6528,subset/140-l-0793724-0082211-ultracryptik-contemplex-like-wobbles-no-sc.mp3,33,140
6537,subset/140-l-3005253-0171203-lucid-vox.mp3,33,140
6538,subset/140-l-3005253-0171199-21-savage-pluck.mp3,33,140
6560,subset/140-l-3092292-0181080-piano-half-time-140-bpm.mp3,33,140
6564,subset/140-l-2872083-0170027-sad-as-fck.mp3,33,140
6584,subset/140-l-2809530-0134800-dylan-11am.mp3,33,140
6586,subset/140-l-2837417-0137056-simple-dark-loop.mp3,33,140
6614,subset/140-l-2889790-0168048-call-loop.mp3,33,140
6634,subset/140-l-2816015-0134663-dusty-microtonal-keys.mp3,33,140
6665,subset/140-l-0310298-0144298-delta-flurry.mp3,33,140
6678,subset/140-l-3005253-0171196-21-savage-melody-piano.mp3,33,140
6698,subset/140-l-2835942-0173512-chill-trap-melody-loop.mp3,33,140
6742,subset/140-l-0865296-0082613-theillgorilla-jphelpz-darkstep-bass.mp3,33,140
6761,subset/140-l-2849259-0183884-guitar-loop-140-bpm-sample-pack-preview-part-2.mp3,33,140
6790,subset/140-l-3090470-0177534-the-legend-of-zelda-type-melody.mp3,33,140
6793,subset/140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubstep.mp3,33,140
6800,subset/140-l-2995012-0179706-jango-young-thug-type.mp3,33,140
6804,subset/140-l-0857244-0070941-rojo95-lights-remix-wobble.mp3,33,140
6806,subset/140-l-0951377-0086085-whenoceansrise-metalcore-drum-loops-series-1-loop-3.mp3,33,140
6818,subset/140-l-2937108-0178122-hats-trap-rap.mp3,33,140
6839,subset/140-l-0789156-0060859-jayjaybb-growley-dave-synth.mp3,33,140
6843,subset/140-l-3005253-0171201-lucid-keys.mp3,33,140
6852,subset/140-l-0831304-0067945-dubtek-dubstep-bass.mp3,33,140
6855,subset/140-l-0823832-0078507-kritex-celldweller-type-of-drop-2.mp3,33,140
6863,subset/140-l-0857244-0070939-rojo95-lights-remix-vocal-1.mp3,33,140
6871,subset/140-l-0962325-0164293-dark-atmospheric-pad-2.mp3,33,140
6881,subset/140-l-0218753-0077595-djcriz3y-dark-intro-3-without-hats-criz.mp3,33,140
6887,subset/140-l-3009609-0151556-travis-scott-bell-melody.mp3,33,140
6889,subset/140-l-2813965-0164281-dead-inside-synth-loop.mp3,33,140
6913,subset/140-l-0243518-0066142-sterixx-desire-fx-fillin.mp3,33,140
6940,subset/140-l-3016204-0178603-love-or-not.mp3,33,140
6947,subset/140-l-0733692-0124537-davideborelli-land-kit-trap-flute-1.mp3,33,140
6952,subset/140-l-0733692-0124542-davideborelli-land-kit-complete.mp3,33,140
6957,subset/140-l-0916852-0067519-reed1415-filth-and-bass.mp3,33,140
6967,subset/140-l-2943574-0186973-stuck-in-a-loop.mp3,33,140
6984,subset/140-l-2956841-0168643-smooth-jazzy-rnb-piano.mp3,33,140
6995,subset/140-l-0913071-0139789-squire-strat-atmospheric-fx-4.mp3,33,140
6996,subset/140-l-0505104-0051865-raptureofficialmusic-moment-of-madness-drum-loop.mp3,33,140
7001,subset/140-l-2874620-0142475-yamaha-grand-piano.mp3,33,140
7018,subset/140-l-2978863-0145821-undergrouround.mp3,33,140
7030,subset/140-l-0719514-0053744-robenich-rusko-style-part-1.mp3,33,140
7032,subset/140-l-3012946-0165455-cobanger.mp3,33,140
7036,subset/140-l-2932543-0188898-piano-sad-vibes-trap-loop.mp3,33,140
7067,subset/140-l-0585857-0063816-kingadz12-bass-super-space-adventure-time-140bpm.mp3,33,140
7077,subset/140-l-0540528-0087825-blakafer-trap-drop.mp3,33,140
7082,subset/140-l-2858797-0173840-soft-piano-loop-neo.mp3,33,140
7097,subset/140-l-0777858-0066518-andrwthelyon-speed-piano.mp3,33,140
7114,subset/140-l-0910683-0062600-ambushjosh-energized-riser.mp3,33,140
7132,subset/140-l-2815745-0170650-dark-21-savage-x-big-sean-type-bells.mp3,33,140
7134,subset/140-l-1005538-0084396-l0new0lf-doctor-p-sweet-shop-drop-attempt.mp3,33,140
7135,subset/140-l-2952073-0177850-trap-day.mp3,33,140
7157,subset/140-l-0340535-0144546-piano-melody-progression-b1.mp3,33,140
7178,subset/140-l-2848636-0174800-comethazine-x-smokepurpp-hard-asf.mp3,33,140
7188,subset/140-l-2996256-0147362-tobiasha.mp3,33,140
7190,subset/140-l-0721248-0065867-dafatmandubstep-heavy-bass.mp3,33,140
7195,subset/140-l-2910346-0183074-playboi-carti-x-juice-wrld-x-iann-dior-loop.mp3,33,140
7210,subset/140-l-0850517-0128878-uplift.mp3,33,140
7232,subset/140-l-0999901-0178347-sad-xxxtentacion-type-melody.mp3,33,140
7234,subset/140-l-0739799-0062453-nickmarshall-melody-2.mp3,33,140
7255,subset/140-l-1024193-0143420-sign-wave.mp3,33,140
7259,subset/140-l-3014025-0161825-just-a-beautiful-bell.mp3,33,140
7260,subset/140-l-0551980-0187669-trap-melody-7.mp3,33,140
7271,subset/140-l-2811812-0178121-mhhhhh.mp3,33,140
7300,subset/140-l-0798480-0087858-xxsniperxx-trap-hat.mp3,33,140
7315,subset/140-l-0571945-0134836-guava-organ.mp3,33,140
7322,subset/140-l-3037338-0150749-amsterdam2bc.mp3,33,140
7327,subset/140-l-0860807-0063577-chitex-bell-boy.mp3,33,140
7336,subset/140-l-1018967-0082969-atlasblue-his-footsteps-piano.mp3,33,140
7341,subset/140-l-0973843-0069030-zooka21-whaaa.mp3,33,140
7353,subset/140-l-1096504-0077471-periodicdrops-nice-sub-bass.mp3,33,140
7360,subset/140-l-2943574-0185606-cruising-through-space-version-2.mp3,33,140
7370,subset/140-l-0505104-0052026-raptureofficialmusic-genocide-bass-flux-pavilion-style.mp3,33,140
7373,subset/140-l-2957126-0193731-lil-uzi-vert-type-loop-140-bpm.mp3,33,140
7378,subset/140-l-3058964-0169662-i-made-this-loop-on-an-inmate-jail-tablet.mp3,33,140
7381,subset/140-l-0963953-0071329-peliman44-intro-pluck-from-tristam-talent-goes-by.mp3,33,140
7387,subset/140-l-1053032-0126267-antontitov-loop-type-drake.mp3,33,140
7411,subset/140-l-2849259-0183227-loop-pack-preview-sample-gesus-140-bpm-gm.mp3,33,140
7416,subset/140-l-2825633-0194080-nasty-lil-pump-lead.mp3,33,140
7417,subset/140-l-0962892-0140632-lil-pump-lead.mp3,33,140
7436,subset/140-l-3005686-0191563-i-think-about-you.mp3,33,140
7440,subset/140-l-0853544-0079439-rickmassacre-synth-arp-3.mp3,33,140
7479,subset/140-l-3091405-0190681-140-bpm-trap-metal-drum-loop-01.mp3,33,140
7485,subset/140-l-0760639-0069598-cheeseymofodude-dubstep-bass-loop.mp3,33,140
7511,subset/140-l-2826990-0181175-roddy-ricch-idk.mp3,33,140
7518,subset/140-l-0796811-0103935-zacwilkins-trap-cut-vox-1.mp3,33,140
7521,subset/140-l-2943574-0185605-cruising-through-space.mp3,33,140
7544,subset/140-l-2952073-0193623-leather-face.mp3,33,140
7545,subset/140-l-2879189-0151737-harp-loop-angels-harp.mp3,33,140
7557,subset/140-l-0823832-0091598-kritex-zomboy-type-of-drop-2.mp3,33,140
7568,subset/140-l-0134239-0076757-devodale-dfcg-140bpm-dance-arp.mp3,33,140
7571,subset/140-l-3092292-0174969-suicideboys-dark-melody-140bpm.mp3,33,140
7585,subset/140-l-0793724-0082212-ultracryptik-contemplex-like-wobbles-w-sidechain.mp3,33,140
7586,subset/140-l-3085668-0160216-piano-x-bell.mp3,33,140
7598,subset/140-l-0843620-0065183-ksilvatheboss-hip-hop-dubstep-trap-harp.mp3,33,140
7605,subset/140-l-2900535-0162990-vocal-loop-u-cant-break-me-down.mp3,33,140
7606,subset/140-l-2965879-0174088-por-favor-narcos-guitar-type-melody.mp3,33,140
7612,subset/140-l-1044386-0080913-timmydarkside-snare-ception-b.mp3,33,140
7623,subset/140-l-2856554-0185179-pluck-with-effects.mp3,33,140
7627,subset/140-l-2966623-0194335-gunna-x-lil-keed-type-guitar-first-loop-prodts.mp3,33,140
7638,subset/140-l-3038990-0174131-dark-pluck-ronny-j-type-loop.mp3,33,140
